90001,,21670
90001,1,11890
90001,2,7020
90001,3,1940
90001,4,560
90001,5,240
90001,6,20
,,
90002,,19890
90002,1,11120
90002,2,6210
90002,3,1790
90002,4,540
90002,5,230
90002,6,**
,,
90003,,27290
90003,1,15900
90003,2,8450
90003,3,2110
90003,4,580
90003,5,250
90003,6,**
,,
90004,,27810
90004,1,12830
90004,2,7550
90004,3,3050
90004,4,1370
90004,5,1670
90004,6,1340
,,
90005,,15850
90005,1,7660
90005,2,4700
90005,3,1610
90005,4,750
90005,5,740
90005,6,390
,,
90006,,23010
90006,1,12980
90006,2,7060
90006,3,1750
90006,4,610
90006,5,510
90006,6,100
,,
90007,,12620
90007,1,7150
90007,2,3630
90007,3,1070
90007,4,380
90007,5,330
90007,6,60
,,
90008,,15040
90008,1,6220
90008,2,3910
90008,3,1970
90008,4,1060
90008,5,1440
90008,6,440
,,
90010,,2430
90010,1,850
90010,2,450
90010,3,290
90010,4,210
90010,5,310
90010,6,320
,,
90011,,38350
90011,1,22450
90011,2,12090
90011,3,2740
90011,4,730
90011,5,320
90011,6,20
,,
90012,,11830
90012,1,4750
90012,2,2870
90012,3,1540
90012,4,1030
90012,5,1260
90012,6,380
,,
90013,,4440
90013,1,1610
90013,2,830
90013,3,610
90013,4,450
90013,5,690
90013,6,250
,,
90014,,3490
90014,1,1200
90014,2,720
90014,3,480
90014,4,360
90014,5,540
90014,6,190
,,
90015,,8650
90015,1,3810
90015,2,2070
90015,3,880
90015,4,510
90015,5,880
90015,6,500
,,
90016,,22390
90016,1,9900
90016,2,6530
90016,3,2920
90016,4,1310
90016,5,1420
90016,6,310
,,
90017,,9590
90017,1,4450
90017,2,2330
90017,3,970
90017,4,560
90017,5,850
90017,6,430
,,
90018,,22070
90018,1,10860
90018,2,6640
90018,3,2390
90018,4,1050
90018,5,910
90018,6,220
,,
90019,,29240
90019,1,12330
90019,2,8080
90019,3,3620
90019,4,1800
90019,5,2370
90019,6,1040
,,
90020,,18070
90020,1,8280
90020,2,5240
90020,3,2310
90020,4,940
90020,5,860
90020,6,440
,,
90021,,1380
90021,1,580
90021,2,290
90021,3,130
90021,4,90
90021,5,170
90021,6,120
,,
90022,,27720
90022,1,13660
90022,2,9130
90022,3,3070
90022,4,1160
90022,5,640
90022,6,60
,,
90023,,18190
90023,1,9510
90023,2,5980
90023,3,1820
90023,4,560
90023,5,290
90023,6,30
,,
90024,,15130
90024,1,4360
90024,2,2230
90024,3,1580
90024,4,1160
90024,5,2360
90024,6,3440
,,
90025,,25630
90025,1,5860
90025,2,5200
90025,3,3890
90025,4,2820
90025,5,4570
90025,6,3290
,,
90026,,31710
90026,1,12840
90026,2,8860
90026,3,4160
90026,4,2120
90026,5,2700
90026,6,1030
,,
90027,,23720
90027,1,8200
90027,2,5550
90027,3,3570
90027,4,2070
90027,5,2690
90027,6,1640
,,
90028,,15270
90028,1,6920
90028,2,4090
90028,3,1980
90028,4,960
90028,5,970
90028,6,350
,,
90029,,17010
90029,1,8350
90029,2,5040
90029,3,1930
90029,4,710
90029,5,810
90029,6,170
,,
90031,,16600
90031,1,8190
90031,2,4850
90031,3,1890
90031,4,770
90031,5,760
90031,6,140
,,
90032,,19840
90032,1,8560
90032,2,5760
90032,3,2610
90032,4,1410
90032,5,1340
