63005,,8720
63005,1,2080
63005,2,810
63005,3,530
63005,4,540
63005,5,1880
63005,6,2880
,,
63010,,17770
63010,1,6210
63010,2,4350
63010,3,2770
63010,4,1980
63010,5,2220
63010,6,240
,,
63011,,18070
63011,1,4930
63011,2,2820
63011,3,2250
63011,4,2080
63011,5,4460
63011,6,1530
,,
63012,,4920
63012,1,1570
63012,2,1090
63012,3,810
63012,4,620
63012,5,740
63012,6,90
,,
63013,,790
63013,1,260
63013,2,170
63013,3,140
63013,4,100
63013,5,120
63013,6,**
,,
63014,,370
63014,1,160
63014,2,80
63014,3,60
63014,4,40
63014,5,30
63014,6,**
,,
63015,,1040
63015,1,390
63015,2,250
63015,3,150
63015,4,120
63015,5,130
63015,6,**
,,
63016,,3760
63016,1,1330
63016,2,890
63016,3,650
63016,4,400
63016,5,440
63016,6,50
,,
63017,,20380
63017,1,4710
63017,2,2780
63017,3,2130
63017,4,2010
63017,5,5240
63017,6,3510
,,
63019,,2060
63019,1,820
63019,2,500
63019,3,320
63019,4,220
63019,5,200
63019,6,**
,,
63020,,9080
63020,1,3590
63020,2,2300
63020,3,1410
63020,4,890
63020,5,810
63020,6,80
,,
63021,,28130
63021,1,7700
63021,2,4970
63021,3,3770
63021,4,3180
63021,5,6200
63021,6,2310
,,
63023,,2150
63023,1,760
63023,2,550
63023,3,350
63023,4,230
63023,5,230
63023,6,30
,,
63025,,7140
63025,1,1990
63025,2,1010
63025,3,810
63025,4,840
63025,5,1770
63025,6,720
,,
63026,,21570
63026,1,6950
63026,2,4340
63026,3,2880
63026,4,2440
63026,5,3940
63026,6,1020
,,
63028,,12440
63028,1,4510
63028,2,2830
63028,3,1750
63028,4,1340
63028,5,1750
63028,6,260
,,
63030,,120
63030,1,50
63030,2,50
63030,3,**
63030,4,20
63030,5,**
63030,6,**
,,
63031,,23280
63031,1,8680
63031,2,6750
63031,3,3510
63031,4,2070
63031,5,2050
63031,6,220
,,
63033,,21400
63033,1,8640
63033,2,6360
63033,3,3150
63033,4,1640
63033,5,1520
63033,6,90
,,
63034,,9470
63034,1,2820
63034,2,2160
63034,3,1550
63034,4,1080
63034,5,1600
63034,6,260
,,
63036,,440
63036,1,180
63036,2,120
63036,3,60
63036,4,40
63036,5,40
63036,6,**
,,
63037,,1460
63037,1,590
63037,2,400
63037,3,230
63037,4,120
63037,5,120
63037,6,**
,,
63038,,3290
63038,1,900
63038,2,340
63038,3,270
63038,4,250
63038,5,770
63038,6,760
,,
63039,,410
63039,1,130
63039,2,120
63039,3,70
63039,4,40
63039,5,50
63039,6,**
,,
63040,,4240
63040,1,1160
63040,2,560
63040,3,430
63040,4,400
63040,5,1170
63040,6,520
,,
63041,,240
63041,1,100
63041,2,50
63041,3,40
63041,4,30
63041,5,20
63041,6,**
,,
63042,,9910
63042,1,4020
63042,2,3230
63042,3,1350
63042,4,670
63042,5,590
63042,6,50
,,
63043,,11710
63043,1,3400
63043,2,2920
63043,3,2180
63043,4,1460
63043,5,1560
63043,6,190
,,
63044,,5480
63044,1,1980
63044,2,1390
63044,3,780
63044,4,490
63044,5,720
63044,6,120
,,
63048,,1740
63048,1,490
63048,2,380
63048,3,330
63048,4,260
63048,5,280
63048,6,**
,,
63049,,8470
63049,1,2860
63049,2,1980
63049,3,1220
63049,4,930
63049,5,1220
63049,6,260
,,
63050,,7370
63050,1,2430
63050,2,1590
63050,3,1260
63050,4,950
63050,5,1020
63050,6,120
,,
63051,,6400
63051,1,2370
63051,2,1550
63051,3,950
63051,4,670
63051,5,770
63051,6,90
,,
63052,,13290
63052,1,4300
63052,2,2740
63052,3,2030
63052,4,1640
63052,5,2310
63052,6,270
,,
63055,,1190
63055,1,400
63055,2,220
63055,3,180
63055,4,130
63055,5,190
63055,6,70
,,
63056,,920
63056,1,310
63056,2,230
63056,3,150
63056,4,130
63056,5,100
63056,6,**
,,
63060,,1000
63060,1,370
63060,2,280
63060,3,150
63060,4,90
63060,5,110
63060,6,**
,,
63061,,100
63061,1,70
63061,2,**
63061,3,30
63061,4,**
63061,5,**
63061,6,**
,,
63068,,2320
63068,1,800
63068,2,550
63068,3,380
63068,4,260
63068,5,280
63068,6,50
,,
63069,,7100
63069,1,2550
63069,2,1660
63069,3,980
63069,4,670
63069,5,970
63069,6,270
,,
63070,,3300
63070,1,1330
63070,2,870
63070,3,460
63070,4,290
63070,5,300
63070,6,50
,,
63071,,440
63071,1,210
63071,2,120
63071,3,60
63071,4,30
63071,5,20
63071,6,**
,,
63072,,1530
63072,1,550
63072,2,380
63072,3,250
63072,4,170
63072,5,150
63072,6,30
,,
63074,,7570
63074,1,3430
63074,2,2530
63074,3,940
63074,4,380
63074,5,270
63074,6,20
,,
63077,,5290
63077,1,2260
63077,2,1420
63077,3,780
63077,4,440
63077,5,350
63077,6,40
,,
63080,,6070
63080,1,2660
63080,2,1600
63080,3,760
63080,4,490
63080,5,470
63080,6,90
,,
63084,,8630
63084,1,3310
63084,2,2150
63084,3,1360
63084,4,880
63084,5,810
63084,6,120
,,
63087,,400
63087,1,130
63087,2,110
63087,3,70
63087,4,40
63087,5,50
63087,6,**
,,
63088,,4280
63088,1,1280
63088,2,1100
63088,3,760
63088,4,440
63088,5,610
63088,6,90
,,
63089,,2790
63089,1,1070
63089,2,670
63089,3,390
63089,4,270
63089,5,340
63089,6,50
,,
63090,,11330
63090,1,3880
63090,2,2670
63090,3,1590
63090,4,1200
63090,5,1600
63090,6,390
,,
63091,,630
63091,1,240
63091,2,160
63091,3,120
63091,4,50
63091,5,60
63091,6,**
,,
63101,,2020
63101,1,740
63101,2,510
63101,3,310
63101,4,160
63101,5,210
63101,6,90
,,
63102,,890
63102,1,320
63102,2,240
63102,3,150
63102,4,80
63102,5,70
63102,6,30
,,
63103,,3510
63103,1,1450
63103,2,960
63103,3,540
63103,4,230
63103,5,260
63103,6,70
,,
63104,,9210
63104,1,3340
63104,2,2350
63104,3,1340
63104,4,720
63104,5,1060
63104,6,400
,,
63105,,7350
63105,1,1460
63105,2,960
63105,3,780
63105,4,580
63105,5,1350
63105,6,2220
,,
63106,,3690
63106,1,2710
63106,2,750
63106,3,150
63106,4,50
63106,5,30
63106,6,**
,,
63107,,3840
63107,1,2520
63107,2,970
63107,3,230
63107,4,60
63107,5,60
63107,6,**
,,
63108,,8720
63108,1,2870
63108,2,2110
63108,3,1270
63108,4,590
63108,5,1060
63108,6,820
,,
63109,,14830
63109,1,4330
63109,2,4110
63109,3,2470
63109,4,1510
63109,5,2000
63109,6,410
,,
63110,,8530
63110,1,2880
63110,2,2550
63110,3,1230
63110,4,640
63110,5,950
63110,6,280
,,
63111,,8140
63111,1,4700
63111,2,2210
63111,3,720
63111,4,270
63111,5,210
63111,6,30
,,
63112,,7760
63112,1,3950
63112,2,1980
63112,3,780
63112,4,370
63112,5,490
63112,6,190
,,
63113,,4740
63113,1,3110
63113,2,1170
63113,3,290
63113,4,100
63113,5,70
63113,6,**
,,
63114,,17350
63114,1,7880
63114,2,5560
63114,3,2260
63114,4,930
63114,5,660
63114,6,60
,,
63115,,7380
63115,1,4700
63115,2,1970
63115,3,490
63115,4,150
63115,5,70
63115,6,**
,,
63116,,21210
63116,1,9160
63116,2,6410
63116,3,2780
63116,4,1360
63116,5,1310
63116,6,190
,,
63117,,5090
63117,1,1320
63117,2,1180
63117,3,810
63117,4,480
63117,5,760
63117,6,540
,,
63118,,11030
63118,1,6020
63118,2,2850
63118,3,1040
63118,4,490
63118,5,540
63118,6,90
,,
63119,,16800
63119,1,4510
63119,2,3060
63119,3,2390
63119,4,1780
63119,5,3510
63119,6,1550
,,
63120,,3310
63120,1,2310
63120,2,790
63120,3,160
63120,4,50
63120,5,**
63120,6,0
,,
63121,,11350
63121,1,6020
63121,2,3230
63121,3,1110
63121,4,470
63121,5,440
63121,6,80
,,
63122,,20150
63122,1,5160
63122,2,3040
63122,3,2350
63122,4,2030
63122,5,4630
63122,6,2940
,,
63123,,27040
63123,1,9000
63123,2,7240
63123,3,4620
63123,4,2760
63123,5,3010
63123,6,410
,,
63124,,5230
63124,1,1100
63124,2,500
63124,3,430
63124,4,340
63124,5,900
63124,6,1960
,,
63125,,16550
63125,1,6460
63125,2,4940
63125,3,2590
63125,4,1350
63125,5,1110
63125,6,100
,,
63126,,8310
63126,1,2320
63126,2,1650
63126,3,1380
63126,4,1110
63126,5,1530
63126,6,320
,,
63127,,2790
63127,1,680
63127,2,440
63127,3,320
63127,4,240
63127,5,540
63127,6,570
,,
63128,,15640
63128,1,4330
63128,2,3000
63128,3,2180
63128,4,1800
63128,5,3270
63128,6,1060
,,
63129,,27970
63129,1,8400
63129,2,5840
63129,3,3980
63129,4,3230
63129,5,5290
63129,6,1230
,,
63130,,13710
63130,1,4770
63130,2,3280
63130,3,1660
63130,4,950
63130,5,1740
63130,6,1310
,,
63131,,8700
63131,1,2020
63131,2,820
63131,3,670
63131,4,580
63131,5,1750
63131,6,2860
,,
63132,,7090
63132,1,2520
63132,2,1630
63132,3,860
63132,4,520
63132,5,910
63132,6,650
,,
63133,,3100
63133,1,2120
63133,2,770
63133,3,140
63133,4,70
63133,5,**
63133,6,**
,,
63134,,5940
63134,1,3330
63134,2,1790
63134,3,530
63134,4,180
63134,5,110
63134,6,**
,,
63135,,9570
63135,1,4770
63135,2,2800
63135,3,990
63135,4,500
63135,5,460
63135,6,50
,,
63136,,20340
63136,1,11890
63136,2,5870
63136,3,1630
63136,4,580
63136,5,370
63136,6,**
,,
63137,,8670
63137,1,4630
63137,2,2580
63137,3,900
63137,4,330
63137,5,230
