10001,,14520
10001,1,3740
10001,2,2500
10001,3,1950
10001,4,1410
10001,5,2580
10001,6,2340
,,
10002,,42180
10002,1,21180
10002,2,8210
10002,3,4810
10002,4,2710
10002,5,3620
10002,6,1650
,,
10003,,28660
10003,1,5030
10003,2,3870
10003,3,3960
10003,4,3220
10003,5,6300
10003,6,6280
,,
10004,,2480
10004,1,360
10004,2,250
10004,3,290
10004,4,210
10004,5,520
10004,6,850
,,
10005,,5940
10005,1,690
10005,2,750
10005,3,860
10005,4,660
10005,5,1360
10005,6,1620
,,
10006,,2370
10006,1,310
10006,2,290
10006,3,330
10006,4,250
10006,5,620
10006,6,570
,,
10007,,3440
10007,1,470
10007,2,320
10007,3,280
10007,4,210
10007,5,590
10007,6,1570
,,
10009,,32410
10009,1,9560
10009,2,6660
10009,3,5480
10009,4,3580
10009,5,5030
10009,6,2100
,,
10010,,17360
10010,1,2560
10010,2,2280
10010,3,2550
10010,4,1980
10010,5,4010
10010,6,3980
,,
10011,,29920
10011,1,5120
10011,2,3680
10011,3,3650
10011,4,3130
10011,5,6870
10011,6,7470
,,
10012,,12470
10012,1,2390
10012,2,1740
10012,3,1730
10012,4,1340
10012,5,2730
10012,6,2540
,,
10013,,14940
10013,1,4260
10013,2,2060
10013,3,1630
10013,4,1160
10013,5,2030
10013,6,3800
,,
10014,,18660
10014,1,2770
10014,2,2160
10014,3,2330
10014,4,2040
10014,5,4640
10014,6,4720
,,
10016,,31940
10016,1,5170
10016,2,4650
10016,3,5170
10016,4,3820
10016,5,6930
10016,6,6200
,,
10017,,11850
10017,1,1820
10017,2,1380
10017,3,1490
10017,4,1250
10017,5,2650
10017,6,3260
,,
10018,,6390
10018,1,1430
10018,2,1020
10018,3,820
10018,4,580
10018,5,1200
10018,6,1340
,,
10019,,25110
10019,1,4920
10019,2,3650
10019,3,3560
10019,4,2540
10019,5,5400
10019,6,5040
,,
10021,,23530
10021,1,3460
10021,2,2600
10021,3,3150
10021,4,2520
10021,5,4890
10021,6,6910
,,
10022,,19840
10022,1,2770
10022,2,2130
10022,3,2320
10022,4,2010
10022,5,4480
10022,6,6130
,,
10023,,34070
10023,1,5910
10023,2,3920
10023,3,3720
10023,4,3290
10023,5,7610
10023,6,9620
,,
10024,,30410
10024,1,5710
10024,2,3590
10024,3,3570
10024,4,2860
10024,5,6110
10024,6,8570
,,
10025,,45610
10025,1,12490
10025,2,7810
10025,3,6190
10025,4,4190
10025,5,7460
10025,6,7470
,,
10026,,18040
10026,1,6900
10026,2,4270
10026,3,2550
10026,4,1410
10026,5,1880
10026,6,1030
,,
10027,,27180
10027,1,11490
10027,2,6590
10027,3,3430
10027,4,1830
10027,5,2430
10027,6,1410
,,
10028,,25100
10028,1,3920
10028,2,2860
10028,3,3730
10028,4,2950
10028,5,5300
10028,6,6340
,,
10029,,35060
10029,1,16590
10029,2,9360
10029,3,4620
10029,4,1880
10029,5,1780
10029,6,830
,,
10030,,13630
10030,1,6490
10030,2,3620
10030,3,1810
10030,4,810
10030,5,700
10030,6,200
,,
10031,,29340
10031,1,13840
10031,2,7940
10031,3,4010
10031,4,1660
10031,5,1510
10031,6,380
,,
10032,,29300
10032,1,14390
10032,2,7810
10032,3,3820
10032,4,1520
10032,5,1420
10032,6,340
,,
10033,,26930
10033,1,12800
10033,2,6580
10033,3,3400
10033,4,1580
10033,5,1940
10033,6,630
,,
10034,,20140
10034,1,9300
10034,2,4880
10034,3,2830
10034,4,1390
10034,5,1430
10034,6,310
,,
10035,,15130
10035,1,7040
10035,2,3890
10035,3,1950
10035,4,910
10035,5,1020
10035,6,320
,,
10036,,18720
10036,1,4480
10036,2,3160
10036,3,2580
10036,4,1920
10036,5,3800
