5001,,3880
5001,1,1340
5001,2,1070
5001,3,590
5001,4,350
5001,5,450
5001,6,80
,,
5032,,1180
5032,1,410
5032,2,330
5032,3,180
5032,4,130
5032,5,110
5032,6,20
,,
5033,,1500
5033,1,540
5033,2,430
5033,3,230
5033,4,140
5033,5,130
5033,6,30
,,
5034,,190
5034,1,80
5034,2,40
5034,3,20
5034,4,20
5034,5,30
5034,6,**
,,
5035,,310
5035,1,110
5035,2,80
5035,3,60
5035,4,30
5035,5,30
5035,6,**
,,
5036,,450
5036,1,130
5036,2,130
5036,3,80
5036,4,40
5036,5,70
5036,6,**
,,
5037,,440
5037,1,120
5037,2,100
5037,3,70
5037,4,60
5037,5,70
5037,6,20
,,
5038,,660
5038,1,250
5038,2,170
5038,3,100
5038,4,60
5038,5,80
5038,6,**
,,
5039,,430
5039,1,170
5039,2,110
5039,3,60
5039,4,40
5039,5,50
5039,6,**
,,
5040,,310
5040,1,120
5040,2,70
5040,3,50
5040,4,40
5040,5,30
5040,6,**
,,
5041,,140
5041,1,60
5041,2,40
5041,3,20
5041,4,20
5041,5,**
5041,6,**
,,
5042,,280
5042,1,100
5042,2,90
5042,3,30
5042,4,20
5042,5,40
5042,6,**
,,
5043,,440
5043,1,120
5043,2,110
5043,3,60
5043,4,50
5043,5,100
5043,6,**
,,
5045,,770
5045,1,260
5045,2,210
5045,3,110
5045,4,70
5045,5,100
5045,6,20
,,
5046,,590
5046,1,230
5046,2,160
5046,3,90
5046,4,60
5046,5,50
5046,6,**
,,
5048,,1300
5048,1,390
5048,2,350
5048,3,190
5048,4,140
5048,5,180
5048,6,50
,,
5051,,530
5051,1,210
5051,2,140
5051,3,80
5051,4,50
5051,5,50
5051,6,**
,,
5052,,180
5052,1,50
5052,2,60
5052,3,40
5052,4,**
5052,5,30
5052,6,0
,,
5053,,180
5053,1,60
5053,2,30
5053,3,30
5053,4,20
5053,5,40
5053,6,**
,,
5055,,1820
5055,1,470
5055,2,270
5055,3,200
5055,4,150
5055,5,390
5055,6,340
,,
5056,,190
5056,1,60
5056,2,50
5056,3,50
5056,4,**
5056,5,30
5056,6,**
,,
5058,,200
5058,1,80
5058,2,40
5058,3,50
5058,4,**
5058,5,30
5058,6,**
,,
5060,,2340
5060,1,820
5060,2,660
5060,3,360
5060,4,220
5060,5,220
5060,6,60
,,
5061,,680
5061,1,230
5061,2,190
5061,3,110
5061,4,50
5061,5,80
5061,6,20
,,
5062,,350
5062,1,130
5062,2,80
5062,3,50
5062,4,30
5062,5,60
5062,6,**
,,
5065,,600
5065,1,200
5065,2,140
5065,3,100
5065,4,60
5065,5,70
5065,6,30
,,
5067,,160
5067,1,50
5067,2,40
5067,3,40
5067,4,**
5067,5,30
5067,6,**
,,
5068,,1530
5068,1,580
5068,2,450
5068,3,200
5068,4,140
5068,5,140
5068,6,20
,,
5069,,320
5069,1,140
5069,2,70
5069,3,40
5069,4,40
5069,5,30
5069,6,**
,,
5070,,280
5070,1,90
5070,2,50
5070,3,50
5070,4,30
5070,5,40
5070,6,20
,,
5071,,180
5071,1,40
5071,2,40
5071,3,50
5071,4,**
5071,5,50
5071,6,**
,,
5072,,220
5072,1,80
5072,2,50
5072,3,50
5072,4,**
5072,5,40
5072,6,**
,,
5075,,680
5075,1,210
5075,2,160
5075,3,90
5075,4,80
5075,5,110
5075,6,30
,,
5076,,240
5076,1,100
5076,2,70
5076,3,30
5076,4,40
5076,5,**
5076,6,**
,,
5077,,550
5077,1,190
5077,2,150
5077,3,80
5077,4,60
5077,5,70
5077,6,**
,,
5079,,320
5079,1,130
5079,2,80
5079,3,50
5079,4,30
5079,5,30
5079,6,**
,,
5081,,430
5081,1,180
5081,2,120
5081,3,60
5081,4,30
5081,5,40
5081,6,**
,,
5083,,130
5083,1,50
5083,2,60
5083,3,**
5083,4,20
5083,5,**
5083,6,**
,,
5084,,130
5084,1,40
5084,2,30
5084,3,30
5084,4,30
5084,5,**
5084,6,**
,,
5086,,380
5086,1,130
5086,2,110
5086,3,70
5086,4,40
5086,5,30
5086,6,**
,,
5089,,2150
5089,1,770
5089,2,610
5089,3,350
5089,4,180
5089,5,200
5089,6,40
,,
5091,,1790
5091,1,580
5091,2,400
5091,3,220
5091,4,170
5091,5,280
5091,6,140
,,
5101,,1960
5101,1,870
5101,2,550
5101,3,260
5101,4,140
5101,5,120
5101,6,20
,,
